rdkit_library_standard_inchi_key,protein_name,Compound-protein pairs,Unique compound–Mu-type opioid receptor pairs:,% MOR compound-target-pairs,,rdkit_parent_structure_inchi_key,Unique_single_fragment_structures,,Column Names,Statistics Label,Statistics,Totals,,,,,,,
WOIKPFROCVLXKE-TUNNFDKTSA-N,Delta-type opioid receptor,,,,,DSNFBMQLJOFYSZ-BPGUCPLFSA-N,,,,,,,,,,,,,
GEEUKIGGQGUEOJ-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,VGIQAXFVGVVAML-RTUQUFGCSA-N,,,,,,,,,,,,,
ZATPZTVNZBDUOD-OOYIDZMOSA-N,Mu-type opioid receptor,,,,,PUZSAMLELIPZGH-KXDPPJBDSA-N,,,,,,,,,,,,,
FNKDRHZKFRPYNO-GQSUEFAPSA-N,Mu-type opioid receptor,,,,,FPJPNWGBOUTTPE-UHFFFAOYSA-N,,,,,,,,,,,,,
KHLLDLLKRUGXCV-FHRQCFKPSA-N,Mu-type opioid receptor,,,,,SUTPXUUIJIIQGJ-UHFFFAOYSA-N,,,,,,,,,,,,,
YXTDUJJMGWZGOC-FBGQUBCLSA-N,Nociceptin receptor,,,,,IROZIFSXGAXYRY-IAGOWNOFSA-N,,,,,,,,,,,,,
URRUFILTYRZJKZ-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,FUWNTUBEOVLTGS-UHFFFAOYSA-N,,,,,,,,,,,,,
NOOSMRUESWMKBO-JPRXFOQLSA-N,Kappa-type opioid receptor,,,,,FVMGBBAXCHJDHB-UHFFFAOYSA-N,,,,,,,,,,,,,
UBNDBTRGSCEYOS-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,XKDFSTVBCWLGSK-SVPGJFCKSA-N,,,,,,,,,,,,,
HWBKBKKWKOQEOX-ZJSXRUAMSA-N,Nociceptin receptor,,,,,YZZFUHJSMKNVJW-XIGKMHGXSA-N,,,,,,,,,,,,,
MGNBQDNMQGAURK-ZUFGVENISA-N,Kappa-type opioid receptor,,,,,NYULLNAJUDRBEW-WXFUMESZSA-N,,,,,,,,,,,,,
JBYAQPNKTKJVCP-DPODCYPTSA-N,Kappa-type opioid receptor,,,,,SYPUQPMFIUFKOF-UHFFFAOYSA-N,,,,,,,,,,,,,
JKSUUZMNWGEVRC-VAMGGRTRSA-N,Mu-type opioid receptor,,,,,JVDIYRCPKNTHHT-XZJIIBJCSA-N,,,,,,,,,,,,,
MWJUMFLAZVGIOY-RCFSOVDESA-N,Delta-type opioid receptor,,,,,KUDFNAMEWORXOZ-ICULAKHQSA-N,,,,,,,,,,,,,
XSQRHBCVIUUUJP-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,XCRQNUSEZCAJHA-UHFFFAOYSA-N,,,,,,,,,,,,,
XMWPUEPUQVYCIC-XZOQPEGZSA-N,Nociceptin receptor,,,,,GZJPBATWGXWPLE-UHFFFAOYSA-N,,,,,,,,,,,,,
MVOHYLTVHSTRCD-ATZDWAIDSA-N,Kappa-type opioid receptor,,,,,BPCUUELBULRONU-RELWKKBWSA-N,,,,,,,,,,,,,
ZYJLVFQYADOECE-WJMOUIRLSA-N,Mu-type opioid receptor,,,,,QSNSXXYUVFWBMF-UHFFFAOYSA-N,,,,,,,,,,,,,
MZBCQWLYUQJXKA-UHFFFAOYSA-N,Nociceptin receptor,,,,,PNWPEAGOSOWIPR-UHFFFAOYSA-N,,,,,,,,,,,,,
SMRGWTOAIPPICP-AZKXBNKQSA-N,Kappa-type opioid receptor,,,,,CLRFQYDSYIRYQC-UHFFFAOYSA-N,,,,,,,,,,,,,
VKHAHZOOUSRJNA-GCNJZUOMSA-N,Kappa-type opioid receptor,,,,,JMDWRSXOOKZTAC-UHFFFAOYSA-N,,,,,,,,,,,,,
YLZBDJILWFIFDQ-WBWMCNGVSA-N,Mu-type opioid receptor,,,,,YUKMHBBXSAOJDN-UHFFFAOYSA-N,,,,,,,,,,,,,
WLMBSKSEPQCRJV-OAHLLOKOSA-N,Kappa-type opioid receptor,,,,,SFXGKNBNDTZBEW-FOCLMDBBSA-N,,,,,,,,,,,,,
OVTPBRPWIMOARI-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,BBOIFOBVWJBYCF-PLOBCEGZSA-N,,,,,,,,,,,,,
GVPGVDUUNVVLND-JXMROGBWSA-N,Mu-type opioid receptor,,,,,IVFBHEUGFZPVME-FNOJTLJASA-N,,,,,,,,,,,,,
VYPXWZHAUNVZPU-KVJCXPBNSA-N,Mu-type opioid receptor,,,,,JXSIHKBQOQHZGF-UHFFFAOYSA-N,,,,,,,,,,,,,
WWBWUYRIIPFJJT-MLMSKLGMSA-N,Mu-type opioid receptor,,,,,UIHORNPAHDFGLP-MFUUIURDSA-N,,,,,,,,,,,,,
IVXHBCXEBKTTJP-ZIUUJSQJSA-N,Kappa-type opioid receptor,,,,,BOSGQVHMGISLBE-UHFFFAOYSA-N,,,,,,,,,,,,,
UGFJOKRDBOWDIA-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,LXUFOFLFTFODMF-KSCKTEMCSA-N,,,,,,,,,,,,,
KQCKYRUSOWOAAT-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,KMGQGYCYIOHMTK-RELWKKBWSA-N,,,,,,,,,,,,,
CQRVSNCDRSTFOM-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,IZKPDLACVBPOLR-UHFFFAOYSA-N,,,,,,,,,,,,,
CQRVSNCDRSTFOM-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,FCVWUDUFOJNPPC-QXONSOMPSA-N,,,,,,,,,,,,,
WUCQEQZEZVRUJS-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,HEQPQHRIPVNCLE-AHYZWLESSA-N,,,,,,,,,,,,,
HIXLAMQESUHGDK-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,JTJFSCIURFCZGE-PMOLBWCYSA-N,,,,,,,,,,,,,
XYFWBDPFFPDLGC-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,KCGUVCXPYIUSBZ-PKNBQFBNSA-N,,,,,,,,,,,,,
VOICTBLLXAGMMO-BJESRGMDSA-N,Delta-type opioid receptor,,,,,RJXSEJFTARFUGN-UHFFFAOYSA-N,,,,,,,,,,,,,
ZVHVSLFHFUNULA-GPZFAZAFSA-N,Mu-type opioid receptor,,,,,NBPPCOOERKVTBL-PNIVXHRMSA-N,,,,,,,,,,,,,
APSUXPSYBJVPPS-XFPGJURKSA-N,Kappa-type opioid receptor,,,,,OXAQSGYTCCUCOU-XQNSMLJCSA-N,,,,,,,,,,,,,
GXDALQBWZGODGZ-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,JGUPCKGMJQXKGM-QQLNOEQOSA-N,,,,,,,,,,,,,
ZWXABXDGOJZRRU-CVKRWLMKSA-N,Mu-type opioid receptor,,,,,VUGAWSMBDUQEPR-UHFFFAOYSA-N,,,,,,,,,,,,,
JQHYOROXOLVDNO-FLCPZYIPSA-N,Mu-type opioid receptor,,,,,UMFWCDGSRAJLJX-QWAKEFERSA-N,,,,,,,,,,,,,
FPJRQEULQATKMY-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,OFXQLUQMLVASEI-UHFFFAOYSA-N,,,,,,,,,,,,,
ZXJXZNDDNMQXFV-UHFFFAOYSA-M,Kappa-type opioid receptor,,,,,MTWVWDHCVNCXAC-AOYPEHQESA-N,,,,,,,,,,,,,
WPMZRKCFTBNYRK-ZCZMFWIKSA-N,Kappa-type opioid receptor,,,,,FFSMSFSCPVDTCZ-IDNNEDHCSA-N,,,,,,,,,,,,,
YQYVFVRQLZMJKJ-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,QXAWSSWYWHHUAE-UHFFFAOYSA-N,,,,,,,,,,,,,
YXKLQDGMMPUOSE-UHFFFAOYSA-N,Opioid receptor,,,,,UXKHBPOYZOPFIH-MKAYIHSVSA-N,,,,,,,,,,,,,
ILZHUXOVLLTBFC-REWPJTCUSA-N,Delta-type opioid receptor,,,,,KBCUYBORQXGCCG-LOSJGSFVSA-N,,,,,,,,,,,,,
IBSRUZNQVVJFNR-MYNHSOFUSA-N,Mu-type opioid receptor,,,,,LSINLLSZBVYZJF-BWTSREIZSA-N,,,,,,,,,,,,,
IBSRUZNQVVJFNR-MYNHSOFUSA-N,Delta-type opioid receptor,,,,,UOUWWVWWIQEODA-UHFFFAOYSA-N,,,,,,,,,,,,,
IBSRUZNQVVJFNR-MYNHSOFUSA-N,Kappa-type opioid receptor,,,,,QIJUYZDKQHTIAN-HOYKYLKHSA-N,,,,,,,,,,,,,
RAUCDOKTMDOIPF-NYRFGNLRSA-N,Mu-type opioid receptor,,,,,WCFLEQVQRJVHDH-UHFFFAOYSA-N,,,,,,,,,,,,,
CUGYHXXNQYVEAS-MCWYGUGVSA-N,Delta-type opioid receptor,,,,,CIMVAXZTJNDDRS-UHFFFAOYSA-N,,,,,,,,,,,,,
GCOSDJFUWOWPBP-OBRACTJBSA-N,Kappa-type opioid receptor,,,,,LXFPQYIZOTVJFQ-YICZSILRSA-N,,,,,,,,,,,,,
OZNVPBUMAKYBLN-ZKMPZPQNSA-N,Opioid receptor,,,,,GSYDZKZBXPTRGD-QWLHVPTFSA-N,,,,,,,,,,,,,
FWYDQVXTMOYUOM-IEGYNWRZSA-N,Delta-type opioid receptor,,,,,SROYOOALXHIGHJ-UHFFFAOYSA-N,,,,,,,,,,,,,
NEUFWHZAVWYYSZ-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,FUSDLEJZURVEAP-UHFFFAOYSA-N,,,,,,,,,,,,,
KPROYTOCROSGBH-ZVAWYAOSSA-N,Kappa-type opioid receptor,,,,,RMYLYRWYGPEVCL-UHFFFAOYSA-N,,,,,,,,,,,,,
GNOZDWDHPLGMKQ-GROCZICGSA-N,Kappa-type opioid receptor,,,,,NNUWXRTXEGTTNX-MIGYSTJESA-N,,,,,,,,,,,,,
TYJASDHOHFPKNE-ZDGQEMPXSA-N,Delta-type opioid receptor,,,,,CFUUKUMETCMVLI-PMOLBWCYSA-N,,,,,,,,,,,,,
NKNYLHLZYSEEDI-MBGZBIFISA-N,Kappa-type opioid receptor,,,,,WVYNHNGKKPVPMO-GPNIZQGCSA-N,,,,,,,,,,,,,
CCPPGQSOZMDHEU-HSONCTAFSA-N,Mu-type opioid receptor,,,,,UXYFQRIKQIUTEH-UHFFFAOYSA-N,,,,,,,,,,,,,
MXRQERLCKJPING-DKTSLWECSA-N,Kappa-type opioid receptor,,,,,FAMFJIIZFNTJGD-AERCQKQUSA-N,,,,,,,,,,,,,
UYKTUWCMVMPLPE-GCAMRICFSA-N,Delta-type opioid receptor,,,,,IRLYJAUFNCIOEE-QAIWBCHJSA-N,,,,,,,,,,,,,
BMIIPPUBQBUEIY-AFEGWXKPSA-N,Mu-type opioid receptor,,,,,UWTSOPBZAAXFLK-PFBLSGGESA-N,,,,,,,,,,,,,
VMGWUSHQPDSHSZ-UHFFFAOYSA-N,Nociceptin receptor,,,,,IPFGLNZEKYZGIT-XELDOGJXSA-N,,,,,,,,,,,,,
LDOWXIWCYWICLF-UHFFFAOYSA-N,Nociceptin receptor,,,,,HEYXXBUDMDVUNQ-TYPHKJRUSA-N,,,,,,,,,,,,,
ILOKCGSVWZJCQZ-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,INGBPGPHKBRDPO-UHFFFAOYSA-N,,,,,,,,,,,,,
YPPWGAAMPXLSEU-UHFFFAOYSA-N,Nociceptin receptor,,,,,GESGZCWZXRTSCL-UHFFFAOYSA-N,,,,,,,,,,,,,
NDNNGUAGYSRLGM-UHFFFAOYSA-N,MOR-DOR heteromer,,,,,BRPLIQAYHUTTTE-YNMFNDETSA-N,,,,,,,,,,,,,
PVMSKQXZQUCBAL-LBPRGKRZSA-N,Kappa-type opioid receptor,,,,,XSJVYXNQHHZDJN-UHFFFAOYSA-N,,,,,,,,,,,,,
FEIPKKUNQNPRSR-KEBDBYFISA-N,MOR-DOR heteromer,,,,,XFYTYUXTEZXNGI-UHFFFAOYSA-N,,,,,,,,,,,,,
OTPYKMDLTNOURD-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,ZSOUCXHBVUTCNF-UHFFFAOYSA-N,,,,,,,,,,,,,
LCRBGGVXFPUISF-UXWNPHPLSA-N,Delta-type opioid receptor,,,,,CLHWZIKMCHBNFA-CXKPPADYSA-N,,,,,,,,,,,,,
RMQSHJZEEHRRBV-DNZFFYPPSA-N,Mu-type opioid receptor,,,,,XJZCYMONKQXDLC-FIWHBWSRSA-N,,,,,,,,,,,,,
RGPDIGOSVORSAK-STHHAXOLSA-N,Opioid receptors; mu/kappa/delta,,,,,AYJLAUNORPKULA-NMPOJTJSSA-N,,,,,,,,,,,,,
CPQPWWQOZGDNGK-QVDUQQMDSA-N,Mu-type opioid receptor,,,,,NFBVEMGVKJRFLK-UHFFFAOYSA-N,,,,,,,,,,,,,
ITMZJOPRUNLERC-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,ZPOBFBGXGLHTPU-UHFFFAOYSA-N,,,,,,,,,,,,,
WNTWXBMTVNDDJZ-HFLONSNSSA-N,Mu-type opioid receptor,,,,,DUMZWTCTHDHHDV-KGLIPLIRSA-N,,,,,,,,,,,,,
YHWMMBKGEDGQFW-LEPIMFGVSA-N,Mu-type opioid receptor,,,,,LLSBPKPNVGJBRE-NEPJUHHUSA-N,,,,,,,,,,,,,
MXVKOHKPFZWYQD-QXQQECFMSA-N,Delta-type opioid receptor,,,,,BAKFWQMCLDCKJU-QEIWAGNOSA-N,,,,,,,,,,,,,
CJCCEOMVGVWFDI-KGHOZNQOSA-N,Kappa-type opioid receptor,,,,,LEKQQUFWURMAGM-UHFFFAOYSA-N,,,,,,,,,,,,,
FJVQPRGTCIODCC-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,KNOVIPKRXOCVMF-UHFFFAOYSA-N,,,,,,,,,,,,,
OVWRNTYBUBIDEH-OUBLWOLJSA-N,Mu-type opioid receptor,,,,,SMTPLKRKLRVDQP-UHFFFAOYSA-N,,,,,,,,,,,,,
NDMFIPAPAHHNRM-YDYXKFJWSA-N,Mu-type opioid receptor,,,,,FFRYRCYXBJBCKH-UTEXNEJUSA-N,,,,,,,,,,,,,
KEYYWKJLTWUQSG-RBYGLZBISA-N,Mu-type opioid receptor,,,,,MHCQGALLSIGXFI-MUXOVDOISA-N,,,,,,,,,,,,,
HAILKAWGCAASKR-CMZTTYMZSA-N,Mu-type opioid receptor,,,,,ABRAIKMFZBEEHN-VMUPYFCGSA-N,,,,,,,,,,,,,
OKLLEUZELZAWAK-LUCXWYPQSA-N,Kappa-type opioid receptor,,,,,OPNCBMYHRCYEGA-WVXCJSOBSA-N,,,,,,,,,,,,,
KHOYTVSHNYAHFK-UHFFFAOYSA-N,MOR-DOR heteromer,,,,,XVHHJJWYEWXZAL-ZAYGBCPWSA-N,,,,,,,,,,,,,
OXJYWXHMIBOPRA-DKZVUGQWSA-N,Mu-type opioid receptor,,,,,UMIJHKIIVRNJCH-VPUSJEBWSA-N,,,,,,,,,,,,,
MCVSUAXKBBAXPV-QLDGPFJWSA-N,Mu-type opioid receptor,,,,,SGIBUXSDRUUCRC-IRNRYTPNSA-N,,,,,,,,,,,,,
CZULHKGIAJASAA-WJVLGYIRSA-N,MOR-DOR heteromer,,,,,UAHVQADOWQFABV-QKBMOGKTSA-N,,,,,,,,,,,,,
YDNWOYMILPCFGF-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,LTOSYUMARDRUGJ-RPWUZVMVSA-N,,,,,,,,,,,,,
TWHFQQROGAZOCN-TUACAJSNSA-N,Delta-type opioid receptor,,,,,NIZSYPMUUIDCPJ-UHFFFAOYSA-N,,,,,,,,,,,,,
NHXKBWDWRQKPLQ-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,LGSGJWDXMWVXEB-UHFFFAOYSA-N,,,,,,,,,,,,,
RMBBGYYJTMLZBI-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,XAUWWWKKHWDDCL-SULXKNIRSA-N,,,,,,,,,,,,,
NSXJCOLJLZPHDA-MMQADKFZSA-N,Delta-type opioid receptor,,,,,RPHBDNREXVLWPF-WTNAPCKOSA-N,,,,,,,,,,,,,
GNWOYARHUGPZGJ-JBOQNHBVSA-N,Delta-type opioid receptor,,,,,OYOSCGNGSBDVQJ-COCCGSRQSA-N,,,,,,,,,,,,,
ZSUJHRAMBUDSCS-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,FSJNHBOOBOERLI-UHFFFAOYSA-N,,,,,,,,,,,,,
SIUMEPYYYNRSSX-BGVJURHFSA-N,Delta-type opioid receptor,,,,,DEXBVTWYMLXPIG-WMZOPIPTSA-N,,,,,,,,,,,,,
VWWCTDHSGVMZPL-RCZVLFRGSA-N,Nociceptin receptor,,,,,LWMIVWCKKYCHBX-UHFFFAOYSA-N,,,,,,,,,,,,,
NGNBKFTYZQINBO-CEFSSPBYSA-N,Kappa-type opioid receptor,,,,,HGLOPJZRUUMYDY-UHFFFAOYSA-N,,,,,,,,,,,,,
DUDMBDIWEXXQRP-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,MZLRVIBSEQHNCE-UHFFFAOYSA-N,,,,,,,,,,,,,
DLPBBVPHWIOXTJ-KNQAVFIVSA-N,Kappa-type opioid receptor,,,,,OHWJHEBEZGFJTG-OUXIBTGWSA-N,,,,,,,,,,,,,
QWWNNUPMYBPMLX-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,DEXBVTWYMLXPIG-FUHWJXTLSA-N,,,,,,,,,,,,,
SWZLGDBFWBZXTL-ZCYQVOJMSA-N,Kappa-type opioid receptor,,,,,WFFHFFYRKADMSL-ZEHGXIKOSA-N,,,,,,,,,,,,,
OYMZFOPIGNGALP-JWCTUAFDSA-N,Delta-type opioid receptor,,,,,VQKLFYFQQYOFJU-QOFAJKBSSA-N,,,,,,,,,,,,,
GBNVPCRSTLJGPB-YJIIWGRFSA-N,Kappa-type opioid receptor,,,,,NYBZCKAQIIPSDS-UHFFFAOYSA-N,,,,,,,,,,,,,
JTROBHIBXSVMKT-XGTKUTNFSA-N,Delta-type opioid receptor,,,,,ULXWSXOSMMAAQW-QRWMCTBCSA-N,,,,,,,,,,,,,
MCVSUAXKBBAXPV-RDGDOILBSA-N,Kappa-type opioid receptor,,,,,XCYUHNLNTCJWLZ-KKFHFHRHSA-N,,,,,,,,,,,,,
LWMXWHIOMHIBJP-DEYNRVHSSA-N,Mu-type opioid receptor,,,,,WMFRBSCFVLUNTJ-LNWKWYTESA-N,,,,,,,,,,,,,
GGASVRVMOZGIMT-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,AIXCLGQVXMIORW-UHFFFAOYSA-N,,,,,,,,,,,,,
XTEZWFLMGFMXTK-QBJQTMLLSA-N,Mu-type opioid receptor,,,,,HMLIJGSRQAHTFN-UHFFFAOYSA-N,,,,,,,,,,,,,
HOFDLRTVYHOXTG-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,NKPNMXNPHFKGOT-UHFFFAOYSA-N,,,,,,,,,,,,,
LKMUXDJRCIBCRA-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,VJJBQYIRWRXQLB-UHFFFAOYSA-N,,,,,,,,,,,,,
AYPWDUGRNFDGTN-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,GQCJPYSRZNIIDG-MUMRKEEXSA-N,,,,,,,,,,,,,
BMDPYWQQCYKUEQ-MIDKIABVSA-N,Mu-type opioid receptor,,,,,NLKLXMMOJZHSCB-OLQIXAPSSA-N,,,,,,,,,,,,,
YAJPEEZBYVRBIB-ZCYQVOJMSA-N,Delta-type opioid receptor,,,,,NMTMBZUBWPVSPH-UNNHYYMSSA-N,,,,,,,,,,,,,
SUIRCGLIUIROIR-SRHFXGPLSA-N,Kappa-type opioid receptor,,,,,DGRPFFUHKKJWKX-UHFFFAOYSA-N,,,,,,,,,,,,,
YPQPSKVGWWFRCZ-SXKDZKFMSA-N,Mu-type opioid receptor,,,,,WNYNLZIGNIJEJM-UHFFFAOYSA-N,,,,,,,,,,,,,
YYNRSCGPLWDLNI-SXYWCRSPSA-N,Kappa-type opioid receptor,,,,,BTIMGNRTDKMFOL-UHFFFAOYSA-N,,,,,,,,,,,,,
PSFLEBIVFDMOMW-IFIDKLSVSA-N,Mu-type opioid receptor,,,,,RTMKJNVIHXHNIO-UHFFFAOYSA-N,,,,,,,,,,,,,
ACRMRXLXLOKVTF-NMYGXFKOSA-N,Delta-type opioid receptor,,,,,HPIUMFDVMGJGDP-UHFFFAOYSA-N,,,,,,,,,,,,,
GWFIDOKEVUDHAB-SWYRRKHMSA-N,Delta-type opioid receptor,,,,,YPLKWRMDGQZCBK-UHFFFAOYSA-N,,,,,,,,,,,,,
DWSKUCKCKWZRHM-RYRVMRHHSA-N,Delta-type opioid receptor,,,,,UIBZEVKKIICJJV-ZCNNSNEGSA-N,,,,,,,,,,,,,
AKTDXAZSQRKUBF-JYBLDVITSA-N,Kappa-type opioid receptor,,,,,OOKLDXGRMJGSQV-IEDIZYPTSA-N,,,,,,,,,,,,,
ASQQCHZPNVTTRH-ZMKYACIDSA-N,Mu-type opioid receptor,,,,,OCYYYXWLRMUURD-YNVORFDRSA-N,,,,,,,,,,,,,
PVUAPWNVLXKZKG-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,LQHRHNDCEDJKTF-KAYWLYCHSA-N,,,,,,,,,,,,,
IEAHEBXTBRYCRM-JYBLDVITSA-N,Delta-type opioid receptor,,,,,WIWDGMPIKFYHHB-UHFFFAOYSA-N,,,,,,,,,,,,,
GTRPYZVIGHPHBR-UHFFFAOYSA-N,Nociceptin receptor,,,,,AQZKAHGFUOVNTK-TYKWCNGQSA-N,,,,,,,,,,,,,
XALNSWJGDWVXQW-DMKPSNCHSA-N,Mu-type opioid receptor,,,,,CWCGLOZQTFJHDB-UHFFFAOYSA-N,,,,,,,,,,,,,
LPTQLPVGJXPHOP-WUCGYPQFSA-N,Mu-type opioid receptor,,,,,GZHJRJMEXYUULM-LJJSIEPYSA-N,,,,,,,,,,,,,
WTSQRSCMGUSYGR-QMZRJTEUSA-N,Mu-type opioid receptor,,,,,WJOUPUVSUGSQGN-YXZZZQOMSA-N,,,,,,,,,,,,,
LHZLWJPJVCNYRD-BGPJRJNSSA-N,Delta-type opioid receptor,,,,,OOLKCFWNZIVZNS-OPHJQFGOSA-N,,,,,,,,,,,,,
RMXPANLFBPCCIX-CJNGLKHVSA-N,Delta-type opioid receptor,,,,,BITTYRNNBNMMOO-NDVHGFDXSA-N,,,,,,,,,,,,,
LHXYNKYCJVHHFO-ACRHKWHNSA-N,Kappa-type opioid receptor,,,,,MRKYPRJWMRWQMQ-UHFFFAOYSA-N,,,,,,,,,,,,,
WCYSVYGPAPZADV-XSDIEEQYSA-N,Mu-type opioid receptor,,,,,KWTJEVKHTLPDRO-ARKJYXMQSA-N,,,,,,,,,,,,,
KPKLKHNZIHLGRE-GIIACPISSA-N,Delta-type opioid receptor,,,,,FVEYYRFWCXVVTP-UHFFFAOYSA-N,,,,,,,,,,,,,
VDEHTGUHJFGNKC-SZJSPXDBSA-N,Delta-type opioid receptor,,,,,FPGBNGHIRYAIFR-VHEBQXMUSA-N,,,,,,,,,,,,,
HVVGCAGODOFDPL-DQXUHPMDSA-N,Mu-type opioid receptor,,,,,OFJDCJAUTJSCNL-UHFFFAOYSA-N,,,,,,,,,,,,,
PBPDWTDZBQWZTN-DYUALFPNSA-N,Kappa-type opioid receptor,,,,,NWFSVUQPLAQTLG-HFZDXXHNSA-N,,,,,,,,,,,,,
VYEYXSZSUUINMA-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,COXMYUPLYFUFJS-SUHSXLBYSA-N,,,,,,,,,,,,,
LSKXILJQBKMLAT-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,PDQLGPHPAALRAW-UHFFFAOYSA-N,,,,,,,,,,,,,
XADCESSVHJOZHK-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,KFYOTWGNXBFSGC-FDXDWZSASA-N,,,,,,,,,,,,,
YGDGBZQTGCWFHN-BGWNEDDSSA-N,Delta-type opioid receptor,,,,,XWBHIDKWXAKDNX-UHFFFAOYSA-N,,,,,,,,,,,,,
WHVZIWQDQZCJNA-CKOLPEQWSA-N,Kappa-type opioid receptor,,,,,LUHZEGCYRCFTEQ-WGXSSYHUSA-N,,,,,,,,,,,,,
MIVYGQGLBSAGAW-GEUOHPOXSA-N,Mu-type opioid receptor,,,,,ZAVZBIPECTVAJE-UHFFFAOYSA-N,,,,,,,,,,,,,
KBWCMSUFRLCWIT-UHFFFAOYSA-N,Nociceptin receptor,,,,,CGCQBANTIRNFJI-UHFFFAOYSA-N,,,,,,,,,,,,,
IGYSMXNFAHTQKV-DNQXCXABSA-N,Delta-type opioid receptor,,,,,AIOLFDZVYRFPMH-UHFFFAOYSA-N,,,,,,,,,,,,,
HTUWKTCIVIWVHI-XAGHGKQISA-N,Mu-type opioid receptor,,,,,JDXIHEXWMPKRIL-HDFKWNAISA-N,,,,,,,,,,,,,
RCNZFMKUXIDYPD-UBHOSDFBSA-N,Delta-type opioid receptor,,,,,XPPNLEJFCXIJTB-NLJOTIRTSA-N,,,,,,,,,,,,,
DXDXYVBOUAWOII-SPKNWQAQSA-N,Delta-type opioid receptor,,,,,XGJYIOOHALZHGQ-UHFFFAOYSA-N,,,,,,,,,,,,,
GNMXNYQGIMRIMO-MVZBGDKDSA-N,Delta-type opioid receptor,,,,,RXVXNBIHMRHCRI-RYICAFHUSA-N,,,,,,,,,,,,,
CQTJTDLYQNYNQU-UHFFFAOYSA-N,Opioid receptor,,,,,ZMBFGNNIOJTVFQ-OKDRNNFPSA-N,,,,,,,,,,,,,
PYQRZQXALHGAGL-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,QWPLFZWMOLKQEI-UHFFFAOYSA-N,,,,,,,,,,,,,
NGVIJPSZRGAUGY-AGILITTLSA-N,Kappa-type opioid receptor,,,,,RGKLBBLQXCRDJL-HKJMSVEDSA-N,,,,,,,,,,,,,
VBFLGDLOFOLPOG-HWRSHNTFSA-N,Kappa-type opioid receptor,,,,,VQEIGNPANOHOSZ-UHFFFAOYSA-N,,,,,,,,,,,,,
UDWHXUFQPRIEMX-CYHLOYCZSA-N,Kappa-type opioid receptor,,,,,MWPICRJPHMSSBF-UHFFFAOYSA-N,,,,,,,,,,,,,
NPYVOXBQYYFMIU-VXQMPNGUSA-N,Delta-type opioid receptor,,,,,NSSDYIOVXJRNLM-KCPYNUOSSA-N,,,,,,,,,,,,,
BPBSRBFSNMZXSP-YXJHDRRASA-N,Delta-type opioid receptor,,,,,LCJKUGLDKKGUJN-UHFFFAOYSA-N,,,,,,,,,,,,,
FLYORQXPCWUWNO-CZTZKLFOSA-N,Delta-type opioid receptor,,,,,LOKISLAKLXIIOW-UHFFFAOYSA-N,,,,,,,,,,,,,
JFWLIVYAAPGDQO-PRSLZFPOSA-N,Delta-type opioid receptor,,,,,XQFNWJSYFHFOJS-VKQJIGTQSA-N,,,,,,,,,,,,,
XBCTWRVAMOVPCA-UUKLZGIWSA-N,Nociceptin receptor,,,,,OHBDBHKHWGIYHJ-MACQWLMTSA-N,,,,,,,,,,,,,
YNPJXHDZWVQOGL-GMQQYTKMSA-N,Kappa-type opioid receptor,,,,,YJXXUPOFOPPAEH-HJUABUFYSA-N,,,,,,,,,,,,,
SZGFQXFUGCPTJD-JNRWAQIZSA-N,Mu-type opioid receptor,,,,,OWOWCHRXILVEKL-HJUABUFYSA-N,,,,,,,,,,,,,
